,season,round.roundNumber,team.name,player.field.position,kicks,handballs,disposals,marks,bounces,tackles,contestedPossessions,uncontestedPossessions,totalPossessions,inside50s,marksInside50,contestedMarks,hitouts,onePercenters,disposalEfficiency,clangers,freesFor,freesAgainst,rebound50s,goalAssists,turnovers,intercepts,tacklesInside50,shotsAtGoal,scoreInvolvements,metresGained,clearances.centreClearances,clearances.stoppageClearances,clearances.totalClearances,extendedStats.effectiveKicks,extendedStats.kickToHandballRatio,extendedStats.effectiveDisposals,extendedStats.marksOnLead,extendedStats.interceptMarks,extendedStats.hitoutsToAdvantage,extendedStats.groundBallGets,extendedStats.f50GroundBallGets,extendedStats.scoreLaunches,extendedStats.pressureActs,extendedStats.defHalfPressureActs,extendedStats.spoils,extendedStats.ruckContests,extendedStats.contestDefOneOnOnes,extendedStats.contestDefLosses,extendedStats.contestOffOneOnOnes,extendedStats.contestOffWins,extendedStats.centreBounceAttendances,extendedStats.kickins,extendedStats.kickinsPlayon
3727,2021,11,Richmond,Other,25,20,45,11,0,7,17,31,48,4,3,0,9,5,300.70000000000005,6,4,0,1,0,8,5,1,6,16,646,3,2,5,16,10.2,33,5,0,3,10,5,5,60,24,4,26,1,0,2,0,26.0,0.0,0.0
3728,2021,11,St Kilda,DEF,53,23,76,30,3,13,27,48,75,8,1,3,0,19,478.1,9,5,6,14,1,9,23,0,3,16,1094,0,4,4,41,14.9,61,0,7,0,17,2,7,75,51,14,0,9,4,1,0,9.0,6.0,3.0
3729,2021,11,St Kilda,FWD,50,32,82,18,5,11,32,47,79,14,7,3,1,12,392.5,12,8,5,7,4,13,13,5,13,34,1384,1,4,5,30,19.0,55,4,0,0,23,8,4,79,17,6,8,0,0,6,0,4.0,0.0,0.0
3730,2021,11,St Kilda,MID,68,36,104,29,1,39,44,59,103,24,6,4,34,11,385.5,15,5,6,6,2,18,15,8,8,39,1752,5,16,21,42,15.6,70,6,5,11,26,3,14,106,44,6,74,0,0,2,0,61.0,1.0,1.0
3731,2021,11,St Kilda,Other,40,22,62,17,0,19,24,39,63,6,3,1,0,3,268.4,6,6,4,4,2,5,6,3,6,19,761,3,3,6,24,9.2,41,3,1,0,15,2,3,64,22,1,15,0,0,5,2,22.0,1.0,0.0
3732,2021,11,Sydney Swans,DEF,81,33,114,34,1,20,24,83,107,9,0,2,0,15,518.8,16,4,7,24,0,16,27,0,1,17,1880,0,4,4,69,18.3,100,0,9,0,17,1,8,50,38,12,0,12,4,1,1,0.0,12.0,10.0
3733,2021,11,Sydney Swans,FWD,67,12,79,39,3,19,27,54,81,21,12,7,6,8,403.3,19,4,8,0,5,22,2,9,20,35,1737,0,2,2,43,39.3,52,8,0,1,14,9,2,79,17,5,18,0,0,13,5,4.0,0.0,0.0
3734,2021,11,Sydney Swans,MID,57,50,107,18,0,31,55,50,105,18,2,2,24,15,487.3,13,10,3,3,2,14,21,2,2,33,1495,11,8,19,44,8.7,86,1,2,5,36,1,11,101,55,8,68,3,1,2,1,96.0,0.0,0.0
3735,2021,11,Sydney Swans,Other,33,31,64,16,0,12,29,36,65,10,0,1,0,11,285.70000000000005,17,5,8,6,4,12,11,2,1,13,862,5,5,10,22,4.9,45,0,1,0,21,7,3,39,15,8,1,3,0,0,0,20.0,0.0,0.0
3736,2021,11,West Coast Eagles,DEF,75,28,103,37,1,9,30,59,89,3,0,5,12,25,433.7,11,4,2,29,0,21,26,0,0,6,1894,0,3,3,57,16.2,83,0,6,5,20,0,2,50,33,22,23,10,2,0,0,5.0,15.0,15.0
3737,2021,11,West Coast Eagles,FWD,55,33,88,20,0,4,31,62,93,14,6,2,0,12,407.7,21,4,6,6,6,20,10,2,9,27,1281,0,7,7,33,19.2,56,3,1,0,15,5,4,51,19,8,2,1,0,10,1,17.0,0.0,0.0
3738,2021,11,West Coast Eagles,MID,56,58,114,12,3,18,59,59,118,23,0,2,40,10,382.3,16,3,3,4,1,24,16,2,3,17,1707,9,13,22,25,7.2,73,1,0,17,30,2,6,75,31,3,61,1,1,2,1,76.0,0.0,0.0
3739,2021,11,West Coast Eagles,Other,32,27,59,9,0,14,27,33,60,5,1,0,0,8,337.2,11,5,4,6,1,11,14,1,4,19,634,3,2,5,15,6.3,39,0,1,0,20,4,4,63,38,6,0,2,0,2,0,10.0,0.0,0.0
3740,2021,11,Western Bulldogs,DEF,68,34,102,28,4,12,23,73,96,9,0,2,0,21,464.4,12,7,3,16,1,17,29,1,3,13,1616,0,2,2,48,23.0,78,0,4,0,17,0,3,53,39,17,0,10,2,0,0,0.0,4.0,3.0
3741,2021,11,Western Bulldogs,FWD,58,42,100,31,2,16,38,64,102,16,8,4,9,15,475.9,10,5,7,6,2,22,10,6,12,31,1328,1,8,9,40,10.4,79,3,4,3,22,7,4,91,34,9,28,0,0,8,2,24.0,0.0,0.0
3742,2021,11,Western Bulldogs,MID,73,48,121,27,6,21,36,79,115,20,2,0,17,9,468.4,17,3,4,7,2,26,15,4,2,21,1884,9,9,18,47,8.6,90,1,3,5,30,6,7,92,43,5,45,3,2,0,0,69.0,5.0,5.0
3743,2021,11,Western Bulldogs,Other,36,34,70,19,0,8,21,51,72,7,1,1,0,13,413.5,7,1,1,2,1,11,16,1,1,10,799,1,6,7,23,5.7,54,0,2,0,17,0,4,45,23,8,0,0,0,1,0,7.0,0.0,0.0
3744,2021,12,Adelaide Crows,DEF,53,25,78,19,0,9,30,42,72,5,0,4,0,26,483.4,15,4,4,20,0,15,34,0,0,10,1492,1,1,2,40,13.3,62,0,9,0,20,0,7,31,22,19,0,17,2,0,0,0.0,6.0,6.0
3745,2021,12,Adelaide Crows,FWD,52,34,86,23,0,13,45,47,92,17,13,5,10,9,407.0,13,6,5,0,4,15,8,9,21,38,1349,1,9,10,28,12.9,56,3,1,3,29,13,9,70,11,7,23,0,0,11,3,1.0,0.0,0.0
3746,2021,12,Adelaide Crows,MID,79,73,152,27,1,26,56,92,148,25,0,6,27,11,458.2,13,8,4,8,5,23,16,2,3,31,2228,10,14,24,53,7.6000000000000005,113,0,5,7,35,5,7,105,56,8,62,1,0,1,0,88.0,0.0,0.0
3747,2021,12,Adelaide Crows,Other,18,23,41,6,1,4,11,30,41,3,2,0,0,2,253.8,7,1,3,4,0,8,7,0,1,5,400,1,1,2,8,3.4,27,1,1,0,10,1,0,34,12,2,0,0,0,1,0,15.0,0.0,0.0
3748,2021,12,Brisbane Lions,DEF,67,26,93,40,1,13,27,59,86,6,0,5,0,19,510.5,7,4,3,19,0,16,30,2,0,16,1549,1,1,2,53,15.7,77,1,9,0,19,0,6,59,42,18,0,7,2,3,0,14.0,6.0,6.0
3749,2021,12,Brisbane Lions,FWD,46,23,69,21,0,14,32,36,68,15,7,5,2,11,425.5,13,9,6,1,1,17,10,1,12,21,1344,0,4,4,27,14.7,48,3,1,0,15,6,3,64,25,8,16,4,0,13,4,6.0,1.0,1.0
3750,2021,12,Brisbane Lions,MID,75,38,113,25,1,26,50,59,109,23,3,3,18,8,424.2,20,10,8,11,1,24,17,4,9,25,2068,8,10,18,53,13.399999999999999,80,2,1,7,31,5,6,107,47,6,64,1,0,5,1,69.0,1.0,1.0
3751,2021,12,Brisbane Lions,Other,45,26,71,19,0,7,23,44,67,5,0,0,0,4,322.6,7,5,3,9,2,10,5,1,1,12,1081,8,3,11,32,16.0,52,1,1,0,18,2,4,37,14,2,0,1,1,2,0,27.0,4.0,4.0
3752,2021,12,Carlton,DEF,77,27,104,42,8,8,29,70,99,14,0,7,0,29,476.5,13,1,3,24,0,20,36,0,2,23,2010,0,2,2,58,24.200000000000003,82,0,12,0,19,0,5,43,31,24,0,13,3,0,0,4.0,6.0,5.0
3753,2021,12,Carlton,FWD,47,25,72,20,1,11,21,53,74,14,3,1,0,4,346.2,8,4,1,0,5,14,5,2,5,26,1284,1,0,1,28,11.2,49,2,2,0,15,6,2,55,11,1,0,0,0,2,0,6.0,0.0,0.0
3754,2021,12,Carlton,MID,65,48,113,34,3,8,39,72,111,11,5,3,1,3,425.3,19,6,7,14,2,23,15,0,8,30,1547,7,9,16,40,13.7,81,3,3,0,29,5,6,75,30,3,15,0,0,3,1,70.0,1.0,1.0
3755,2021,12,Carlton,Other,49,19,68,31,1,16,22,41,63,8,8,3,13,6,359.5,10,2,4,4,2,9,16,2,8,22,901,1,4,5,36,17.0,50,0,7,3,15,5,10,49,28,5,56,2,0,2,0,32.0,4.0,4.0
3756,2021,12,Collingwood,DEF,64,27,91,33,0,14,30,53,83,8,0,8,3,27,465.1,17,4,5,19,1,18,30,1,1,10,1727,0,1,1,47,15.1,70,0,15,1,15,2,3,71,51,19,9,11,3,4,1,0.0,11.0,11.0
3757,2021,12,Collingwood,FWD,53,27,80,33,1,23,37,47,84,15,10,7,8,8,464.7,17,6,7,5,3,20,9,4,10,20,1254,5,6,11,38,13.5,61,8,1,1,18,3,3,91,33,3,24,0,0,12,1,40.0,1.0,0.0
3758,2021,12,Collingwood,MID,85,35,120,36,0,21,43,77,120,17,4,1,18,8,411.4,15,4,5,15,4,21,16,2,6,22,1959,5,12,17,59,15.4,85,5,4,4,36,3,9,106,61,5,52,1,0,1,0,49.0,1.0,0.0
3759,2021,12,Collingwood,Other,23,20,43,13,0,18,12,29,41,4,1,0,0,4,401.1,5,2,2,1,2,6,6,1,3,11,308,0,2,2,18,12.4,36,2,1,0,10,2,3,67,31,4,0,1,0,1,0,15.0,0.0,0.0
3760,2021,12,Essendon,DEF,72,34,106,31,2,10,32,68,100,14,0,3,0,27,453.0,19,4,9,20,0,25,33,0,1,13,2009,1,1,2,55,13.899999999999999,82,0,7,0,25,1,6,61,48,20,0,14,4,0,0,0.0,9.0,8.0
3761,2021,12,Essendon,FWD,32,36,68,13,3,8,24,41,65,11,6,1,0,5,424.1,10,0,2,3,5,13,3,0,11,28,976,2,3,5,19,7.199999999999999,47,0,0,0,23,9,4,72,25,2,5,0,0,9,1,19.0,0.0,0.0
3762,2021,12,Essendon,MID,67,58,125,31,1,17,47,85,132,19,5,2,27,13,460.9,13,6,3,6,3,18,21,1,10,35,1878,10,13,23,47,9.0,97,0,4,8,30,1,12,103,57,5,66,0,0,1,0,99.0,0.0,0.0
3763,2021,12,Essendon,Other,25,24,49,16,2,8,18,33,51,9,4,1,0,9,360.0,6,2,3,3,0,9,10,1,5,14,771,2,0,2,18,5.4,36,0,4,0,15,3,2,65,32,7,1,3,3,5,2,22.0,0.0,0.0
3764,2021,12,Fremantle,DEF,75,35,110,37,0,9,33,67,100,6,0,3,0,31,483.70000000000005,14,5,4,24,0,25,35,1,1,10,2108,0,4,4,57,20.5,88,0,9,0,23,0,3,54,45,26,1,11,6,1,0,0.0,15.0,12.0
3765,2021,12,Fremantle,FWD,41,18,59,20,0,14,28,32,60,9,7,2,5,8,368.6,17,6,6,1,3,17,7,7,14,24,1031,0,2,2,22,16.2,36,5,0,2,19,8,5,85,21,6,15,0,0,10,0,8.0,0.0,0.0
3766,2021,12,Fremantle,MID,63,50,113,21,1,19,51,63,114,17,1,3,41,10,449.1,20,8,8,8,2,16,14,2,3,25,1559,7,16,23,41,7.7,85,0,2,9,38,3,10,85,36,5,63,1,0,2,0,74.0,0.0,0.0
3767,2021,12,Fremantle,Other,36,35,71,18,0,8,24,49,73,13,1,0,0,9,369.5,7,2,3,6,1,12,7,1,3,10,908,4,4,8,27,5.5,51,0,0,0,18,3,2,58,27,8,0,3,0,0,0,18.0,0.0,0.0
3768,2021,12,Melbourne,DEF,47,22,69,22,1,14,28,38,66,6,0,5,0,26,506.5,20,7,11,21,0,12,31,0,1,13,1568,1,3,4,42,24.4,58,1,12,0,15,0,6,46,38,21,0,14,4,1,1,0.0,8.0,8.0
3769,2021,12,Melbourne,FWD,49,15,64,22,2,18,26,40,66,19,10,5,1,8,358.3,9,3,3,0,3,12,7,6,19,35,1287,0,2,2,27,34.1,38,4,0,1,18,12,5,85,32,4,4,0,0,9,2,1.0,0.0,0.0
3770,2021,12,Melbourne,MID,72,58,130,22,2,19,64,69,133,22,1,2,31,12,442.1,23,7,9,11,3,27,18,2,8,41,2507,9,21,30,47,9.9,95,3,1,9,38,4,13,90,52,7,56,4,0,2,0,93.0,0.0,0.0
3771,2021,12,Melbourne,Other,24,27,51,13,2,8,20,32,52,7,1,4,5,4,335.4,7,3,5,6,0,11,12,0,3,18,805,1,0,1,18,3.7,41,0,4,1,10,1,3,45,20,2,20,5,1,1,0,22.0,0.0,0.0
3772,2021,12,Richmond,DEF,72,22,94,36,3,12,20,66,86,10,0,6,0,25,475.29999999999995,11,1,2,25,1,18,25,0,1,21,1974,2,0,2,57,24.3,74,0,11,0,13,0,9,53,36,20,0,11,2,0,0,0.0,12.0,7.0
3773,2021,12,Richmond,FWD,60,49,109,26,1,16,48,63,111,15,9,4,10,8,423.8,16,10,5,2,7,21,11,7,17,39,1522,5,8,13,38,10.3,78,4,0,0,30,9,6,80,24,2,16,1,0,14,7,52.0,0.0,0.0
3774,2021,12,Richmond,MID,61,52,113,25,2,15,51,70,121,18,2,2,21,9,441.6,15,5,4,8,6,20,22,3,6,27,1856,9,8,17,41,9.2,84,1,5,7,34,5,7,99,50,4,56,1,1,1,0,85.0,0.0,0.0
3775,2021,12,Richmond,Other,37,27,64,25,0,3,15,50,65,9,4,0,0,7,374.7,5,1,1,5,2,8,8,0,6,24,801,2,0,2,29,8.1,52,2,2,0,13,2,5,46,19,5,0,2,0,2,0,3.0,0.0,0.0
3776,2021,12,St Kilda,DEF,72,42,114,23,2,12,28,78,106,13,0,3,0,20,495.6,14,5,6,27,1,19,27,0,0,31,2027,1,1,2,59,13.0,95,0,5,0,20,0,8,42,37,19,0,13,4,1,0,0.0,14.0,9.0
3777,2021,12,St Kilda,FWD,50,31,81,24,0,14,41,44,85,13,8,5,0,13,384.6,13,7,2,2,3,14,10,8,19,39,1261,4,3,7,27,8.6,51,5,4,0,27,16,5,73,18,4,6,0,0,15,6,7.0,0.0,0.0
3778,2021,12,St Kilda,MID,64,74,138,27,1,29,55,81,136,21,1,3,34,10,444.0,16,8,6,8,2,23,19,7,3,33,1583,11,15,26,42,5.7,104,0,2,7,37,2,8,94,46,4,59,1,0,4,1,96.0,0.0,0.0
3779,2021,12,St Kilda,Other,21,23,44,14,1,6,14,28,42,2,2,1,2,7,294.2,9,1,4,6,1,10,8,3,3,9,517,0,0,0,10,7.2,26,1,1,0,10,3,2,46,23,6,16,3,2,3,0,9.0,0.0,0.0
3780,2021,12,Sydney Swans,DEF,76,36,112,40,2,13,25,79,104,9,0,6,0,21,545.4,14,3,6,21,0,13,28,0,1,27,1837,0,3,3,67,24.1,103,0,11,0,15,0,8,55,43,17,0,17,5,0,0,0.0,11.0,10.0
3781,2021,12,Sydney Swans,FWD,52,23,75,26,1,14,34,42,76,18,9,4,10,8,371.8,15,8,6,3,5,21,10,6,17,33,1382,0,6,6,32,17.1,47,7,2,0,20,8,9,75,26,3,20,1,0,11,4,2.0,0.0,0.0
3782,2021,12,Sydney Swans,MID,54,62,116,19,1,16,57,66,123,23,1,2,16,15,461.7,17,4,6,6,4,21,20,1,5,27,1699,8,14,22,35,5.6,86,2,2,9,37,4,9,96,46,10,64,3,1,2,1,96.0,0.0,0.0
3783,2021,12,Sydney Swans,Other,33,23,56,12,0,10,19,37,56,7,2,0,0,4,342.0,8,3,3,8,1,10,8,0,6,16,784,2,3,5,25,7.2,47,1,1,0,15,2,1,52,21,2,0,2,1,4,1,14.0,0.0,0.0
3784,2021,12,West Coast Eagles,DEF,75,16,91,40,0,6,16,67,83,8,0,5,0,28,490.3,10,3,3,22,1,23,26,0,1,19,1798,0,0,0,61,34.3,76,0,13,0,6,0,8,42,29,23,0,3,1,0,0,0.0,12.0,12.0
3785,2021,12,West Coast Eagles,FWD,48,29,77,26,1,9,37,41,78,12,6,8,5,10,394.3,16,2,3,1,2,16,9,3,12,21,1044,1,1,2,27,14.3,52,6,0,1,23,7,1,60,16,7,13,0,0,12,2,14.0,0.0,0.0
3786,2021,12,West Coast Eagles,MID,80,49,129,28,2,21,63,68,131,28,2,1,33,10,375.5,23,7,4,7,5,25,21,2,5,32,1975,13,20,33,45,13.1,83,1,4,16,34,6,12,88,37,4,58,1,0,0,0,97.0,0.0,0.0
3787,2021,12,West Coast Eagles,Other,44,17,61,22,0,13,19,42,61,9,3,1,0,12,372.2,7,3,3,6,2,8,11,3,6,17,994,1,1,2,32,16.0,46,1,2,0,12,3,2,49,20,7,0,3,0,3,1,1.0,1.0,1.0
3788,2021,12,Western Bulldogs,DEF,41,36,77,19,0,11,32,50,82,4,0,2,0,30,514.4,13,4,10,9,1,13,29,0,0,13,952,1,1,2,30,12.100000000000001,63,0,5,0,27,1,4,53,37,25,0,9,0,0,0,10.0,0.0,0.0
3789,2021,12,Western Bulldogs,FWD,67,34,101,30,2,15,39,61,100,21,13,7,1,9,365.7,11,8,2,7,3,16,9,9,18,40,1944,3,8,11,33,12.100000000000001,61,3,3,0,22,5,7,77,16,5,5,1,0,8,3,21.0,0.0,0.0
3790,2021,12,Western Bulldogs,MID,56,49,105,12,2,12,44,58,102,15,2,0,8,6,429.4,18,4,6,13,5,19,21,3,7,30,1898,6,8,14,32,6.9,77,0,2,2,37,5,12,83,28,2,26,1,0,0,0,49.0,9.0,8.0
3791,2021,12,Western Bulldogs,Other,38,19,57,21,0,16,22,39,61,12,4,2,17,7,376.5,6,5,3,6,1,15,11,7,9,17,1128,3,3,6,26,9.4,44,0,7,1,13,4,5,69,22,4,48,2,0,7,3,20.0,2.0,2.0
3792,2021,13,Adelaide Crows,DEF,53,24,77,10,0,10,29,42,71,8,0,1,0,25,385.6,16,2,6,15,1,23,35,0,1,8,1729,1,2,3,32,19.7,54,0,4,0,25,1,3,53,41,23,0,15,6,0,0,0.0,5.0,5.0
3793,2021,13,Adelaide Crows,FWD,41,41,82,10,0,11,45,34,79,11,4,2,5,8,380.59999999999997,23,9,12,2,1,29,15,4,18,34,1074,0,6,6,21,7.800000000000001,54,1,2,0,35,12,5,92,29,6,17,1,0,19,7,1.0,0.0,0.0
3794,2021,13,Adelaide Crows,MID,96,48,144,14,0,30,62,66,128,28,0,0,30,11,345.0,28,14,6,22,2,47,29,1,6,29,2685,8,25,33,42,13.8,79,0,4,9,47,4,10,133,75,4,78,3,0,3,0,70.0,4.0,3.0
3795,2021,13,Adelaide Crows,Other,33,21,54,9,0,6,28,26,54,7,1,1,0,7,298.5,8,4,2,6,0,5,12,1,1,11,859,2,2,4,23,6.7,40,2,1,0,20,5,3,48,27,2,0,3,0,2,1,9.0,3.0,3.0
3796,2021,13,Collingwood,DEF,82,38,120,46,1,14,29,82,111,10,0,7,5,32,525.0,21,2,12,25,0,15,34,0,0,26,1885,2,1,3,71,15.6,106,1,14,1,18,0,7,61,43,27,7,9,2,0,0,0.0,9.0,8.0
3797,2021,13,Collingwood,FWD,59,36,95,29,0,17,33,59,92,16,13,5,5,3,356.5,19,5,4,5,5,23,8,7,16,37,1474,6,2,8,29,19.2,58,6,3,3,20,7,6,77,10,0,16,0,0,5,2,28.0,0.0,0.0
3798,2021,13,Collingwood,MID,64,61,125,33,1,13,47,82,129,15,3,1,23,16,426.7,20,6,8,3,3,21,20,3,5,32,1553,5,14,19,38,7.8,91,5,2,3,35,6,11,96,52,8,44,2,1,2,0,57.0,0.0,0.0
3799,2021,13,Collingwood,Other,32,23,55,16,0,9,17,34,51,6,2,1,0,1,340.1,13,4,4,10,0,16,10,6,4,5,784,1,3,4,18,7.5,35,1,3,0,11,2,1,55,21,1,0,0,0,3,1,7.0,0.0,0.0
3800,2021,13,Fremantle,DEF,94,46,140,54,0,14,25,104,129,10,0,5,0,17,497.2,17,4,8,23,1,20,32,0,0,20,1862,0,0,0,77,13.1,117,0,10,0,17,0,3,39,34,15,0,14,2,1,1,0.0,12.0,11.0
3801,2021,13,Fremantle,FWD,56,27,83,33,0,13,35,45,80,10,8,7,0,7,465.0,12,10,4,4,2,11,10,4,14,30,1310,0,2,2,42,16.6,65,12,1,0,16,8,1,53,17,5,7,1,1,12,7,3.0,0.0,0.0
3802,2021,13,Fremantle,MID,71,57,128,35,1,29,52,80,132,22,6,3,41,6,435.70000000000005,20,10,9,10,4,23,12,1,6,32,1798,6,20,26,46,8.8,93,2,2,11,31,5,14,104,47,3,74,2,0,5,1,61.0,0.0,0.0
3803,2021,13,Fremantle,Other,25,16,41,11,2,10,17,25,42,6,0,0,0,6,259.2,5,2,2,1,1,5,5,1,2,11,370,4,2,6,17,8.8,27,0,2,0,9,0,3,48,20,3,0,0,0,1,0,16.0,0.0,0.0
3804,2021,13,GWS Giants,DEF,75,22,97,35,1,12,26,58,84,8,0,5,0,20,426.3,14,1,2,18,1,24,40,0,0,12,1662,1,0,1,52,37.7,68,1,17,0,17,0,7,43,26,12,0,15,6,0,0,0.0,9.0,9.0
3805,2021,13,GWS Giants,FWD,49,28,77,21,1,13,39,42,81,15,8,7,5,11,405.3,11,6,4,1,6,14,6,6,17,30,1573,1,1,2,28,14.3,51,4,0,2,25,13,3,81,20,5,19,0,0,13,4,17.0,0.0,0.0
3806,2021,13,GWS Giants,MID,82,52,134,22,1,19,65,74,139,25,0,1,23,13,414.20000000000005,23,9,11,9,1,23,17,2,6,35,2005,11,17,28,49,9.6,92,3,4,9,45,6,14,84,42,5,60,2,1,1,0,92.0,1.0,1.0
3807,2021,13,GWS Giants,Other,26,22,48,14,0,10,18,29,47,5,1,0,0,7,294.2,8,4,1,8,0,10,10,1,5,5,644,0,3,3,18,8.1,36,1,1,0,12,3,0,58,22,5,0,5,0,2,0,15.0,0.0,0.0
3808,2021,13,Geelong Cats,DEF,56,25,81,20,0,9,32,40,72,8,1,8,0,13,417.3,14,9,7,19,1,17,31,1,1,17,1798,2,2,4,40,18.4,60,0,9,0,16,1,6,40,23,8,0,14,2,1,0,28.0,5.0,5.0
3809,2021,13,Geelong Cats,FWD,50,34,84,30,0,13,30,51,81,18,11,8,8,7,415.0,16,1,7,1,6,15,15,5,20,41,1309,1,8,9,35,11.9,61,6,4,2,18,4,8,76,29,4,18,1,0,10,5,19.0,0.0,0.0
3810,2021,13,Geelong Cats,MID,58,41,99,25,0,9,42,52,94,17,6,5,28,6,455.7,16,9,9,7,5,17,16,1,4,28,1602,8,7,15,40,9.7,75,0,5,4,26,2,8,59,28,3,74,0,0,4,3,69.0,1.0,1.0
3811,2021,13,Geelong Cats,Other,37,20,57,8,1,6,22,34,56,9,0,0,0,3,307.9,11,4,3,3,3,6,3,0,2,20,1148,3,7,10,25,10.2,43,1,0,0,16,2,5,42,21,2,0,0,0,6,0,20.0,0.0,0.0
3812,2021,13,Gold Coast Suns,DEF,69,28,97,31,0,6,29,57,86,12,0,5,0,19,498.4,19,7,9,20,0,17,34,0,2,15,1770,0,2,2,52,16.2,77,2,9,0,17,0,8,32,23,17,0,15,8,2,0,0.0,8.0,8.0
3813,2021,13,Gold Coast Suns,FWD,40,23,63,24,1,19,29,36,65,7,6,4,4,9,404.7,16,6,8,5,1,16,10,9,11,21,915,1,5,6,23,13.799999999999999,45,7,1,1,17,8,4,88,23,4,7,0,0,11,2,12.0,0.0,0.0
3814,2021,13,Gold Coast Suns,MID,58,57,115,23,2,26,43,70,113,17,1,2,19,13,408.4,18,6,5,7,2,20,9,4,4,23,1543,7,13,20,36,6.300000000000001,80,2,2,6,29,8,5,114,48,11,74,1,0,4,1,59.0,1.0,1.0
3815,2021,13,Gold Coast Suns,Other,27,16,43,11,6,10,13,30,43,10,1,1,0,7,218.8,6,4,4,4,0,6,6,3,5,13,840,1,1,2,15,7.1,30,2,1,0,8,2,1,56,29,5,0,3,1,0,0,9.0,1.0,0.0
3816,2021,13,Hawthorn,DEF,65,43,108,19,2,15,37,69,106,12,0,2,0,30,452.8,10,9,2,19,0,21,31,2,4,15,1844,0,4,4,42,11.3,83,1,7,0,27,3,3,68,39,26,0,12,1,1,1,0.0,4.0,4.0
3817,2021,13,Hawthorn,FWD,54,35,89,27,0,17,39,54,93,18,7,7,13,17,422.5,6,3,2,4,3,20,6,8,10,20,1560,5,3,8,37,11.4,62,6,0,5,24,8,5,82,21,7,27,1,0,14,3,23.0,0.0,0.0
3818,2021,13,Hawthorn,MID,64,57,121,16,0,22,58,64,122,22,2,3,35,14,454.0,10,6,4,15,3,25,16,1,5,22,1758,6,16,22,43,7.2,85,0,0,7,32,4,4,93,35,7,71,4,0,2,1,61.0,4.0,3.0
3819,2021,13,Hawthorn,Other,24,32,56,8,0,23,31,26,57,7,1,3,2,8,411.6,6,8,2,4,1,4,17,5,5,17,670,3,5,8,14,3.7,45,1,2,0,20,5,7,66,22,5,7,1,0,7,1,16.0,1.0,1.0
3820,2021,13,Melbourne,DEF,63,40,103,31,0,10,23,69,92,9,0,4,0,23,516.3,8,6,4,21,1,18,33,0,0,8,1790,1,1,2,52,9.9,90,0,12,0,12,0,2,48,41,18,0,9,3,0,0,0.0,12.0,12.0
3821,2021,13,Melbourne,FWD,32,22,54,14,0,11,23,33,56,10,3,3,0,8,421.3,10,6,3,2,2,11,4,2,9,16,795,2,2,4,17,14.4,38,2,0,0,16,7,2,90,30,4,2,0,0,7,2,3.0,0.0,0.0
3822,2021,13,Melbourne,MID,69,59,128,31,1,16,53,74,127,23,5,6,20,9,395.2,22,9,5,5,2,29,23,1,11,21,2169,5,7,12,44,8.0,84,3,9,6,32,6,9,100,40,9,41,1,0,4,1,70.0,0.0,0.0
3823,2021,13,Melbourne,Other,39,33,72,21,0,6,26,47,73,11,1,1,6,6,295.8,11,7,5,8,0,14,15,3,3,10,782,1,5,6,30,7.199999999999999,55,3,4,2,17,1,4,47,23,3,24,0,0,0,0,19.0,2.0,2.0
3824,2021,13,North Melbourne,DEF,69,39,108,30,1,13,24,71,95,9,0,3,0,28,461.8,15,3,3,26,0,23,34,0,1,12,1790,0,1,1,46,10.6,82,1,8,0,18,0,6,57,44,26,0,14,4,0,0,0.0,9.0,9.0
3825,2021,13,North Melbourne,FWD,49,28,77,26,1,14,36,43,79,13,8,4,5,5,391.2,14,4,4,2,3,15,9,4,17,32,1384,4,6,10,26,12.9,51,6,1,1,24,10,8,70,18,3,14,1,0,14,3,25.0,0.0,0.0
3826,2021,13,North Melbourne,MID,68,52,120,31,0,22,48,74,122,23,5,2,29,11,462.0,24,10,10,6,5,27,22,0,6,22,1730,11,12,23,47,8.1,93,5,3,11,29,2,7,104,55,9,65,1,0,4,3,89.0,0.0,0.0
3827,2021,13,North Melbourne,Other,34,21,55,18,2,11,12,42,54,6,3,1,0,2,296.5,6,1,3,4,2,8,6,2,3,15,717,0,2,2,26,9.3,43,2,1,0,9,1,3,46,20,2,0,0,0,4,1,10.0,1.0,0.0
3828,2021,13,Port Adelaide,DEF,73,22,95,34,0,13,27,60,87,12,0,5,0,23,447.0,20,4,5,24,2,21,31,0,0,12,2004,0,3,3,49,22.5,70,0,9,0,16,0,4,63,42,19,0,14,4,0,0,0.0,10.0,9.0
3829,2021,13,Port Adelaide,FWD,41,24,65,18,0,11,28,36,64,11,6,4,7,6,371.6,14,7,5,1,4,9,4,2,15,27,1160,4,5,9,27,14.4,48,2,1,3,13,0,3,47,12,5,19,0,0,7,1,26.0,0.0,0.0
3830,2021,13,Port Adelaide,MID,55,60,115,18,0,24,42,68,110,14,0,0,29,4,385.6,17,11,5,7,1,23,16,3,5,34,1652,11,10,21,28,8.9,79,0,0,9,28,0,12,72,35,2,73,3,2,2,0,94.0,0.0,0.0
3831,2021,13,Port Adelaide,Other,32,19,51,15,0,17,19,32,51,8,3,1,0,5,356.1,14,4,8,3,3,12,5,3,5,16,854,1,4,5,21,10.0,36,4,1,0,12,3,1,54,26,3,0,4,2,6,1,16.0,0.0,0.0
