"","Season","Team","Round.Number","Season.Points","Score.For","Score.Against","Percentage","Ladder.Position"
"434",2018,"Port Adelaide",2,8,204,131,1.55725190839695,2
"435",2018,"Gold Coast",2,8,156,106,1.47169811320755,3
"436",2018,"Hawthorn",2,8,219,184,1.19021739130435,4
"437",2018,"North Melbourne",2,4,134,98,1.36734693877551,5
"438",2018,"Melbourne",2,4,194,171,1.13450292397661,6
"439",2018,"Adelaide",2,4,205,181,1.13259668508287,7
"440",2018,"West Coast",2,4,207,185,1.11891891891892,8
"441",2018,"Sydney",2,4,186,180,1.03333333333333,9
"442",2018,"Geelong",2,4,214,212,1.00943396226415,10
"443",2018,"Essendon",2,4,189,193,0.979274611398964,11
"444",2018,"Richmond",2,4,203,213,0.953051643192488,12
"445",2018,"St Kilda",2,4,150,177,0.847457627118644,13
"446",2018,"Fremantle",2,4,166,200,0.83,14
"447",2018,"Brisbane Lions",2,0,156,207,0.753623188405797,15
"448",2018,"Collingwood",2,0,146,196,0.744897959183674,16
"449",2018,"Carlton",2,0,162,222,0.72972972972973,17
"450",2018,"Footscray",2,0,121,254,0.476377952755905,18
"451",2018,"Port Adelaide",3,12,301,223,1.34977578475336,1
"452",2018,"GWS",3,8,315,233,1.3519313304721,2
"453",2018,"Adelaide",3,8,309,236,1.30932203389831,3
"454",2018,"Melbourne",3,8,317,257,1.23346303501946,4
"455",2018,"West Coast",3,8,302,265,1.13962264150943,5
"456",2018,"Gold Coast",3,8,224,202,1.10891089108911,6
"457",2018,"Sydney",3,8,289,267,1.08239700374532,7
"458",2018,"Hawthorn",3,8,308,286,1.07692307692308,8
"459",2018,"Richmond",3,8,305,302,1.00993377483444,9
"460",2018,"Fremantle",3,8,262,268,0.977611940298508,10
"461",2018,"North Melbourne",3,4,220,221,0.995475113122172,11
"462",2018,"Geelong",3,4,294,307,0.957654723127036,12
"463",2018,"Essendon",3,4,272,297,0.915824915824916,13
"464",2018,"Collingwood",3,4,246,272,0.904411764705882,14
"465",2018,"St Kilda",3,4,205,281,0.729537366548043,15
"466",2018,"Footscray",3,4,225,337,0.667655786350148,16
"467",2018,"Brisbane Lions",3,0,248,304,0.815789473684211,17
"468",2018,"Carlton",3,0,238,322,0.739130434782609,18
"469",2018,"GWS",4,12,397,284,1.39788732394366,1
"470",2018,"West Coast",4,12,441,324,1.36111111111111,2
"471",2018,"Richmond",4,12,415,319,1.30094043887147,3
"472",2018,"Hawthorn",4,12,423,334,1.26646706586826,4
"473",2018,"Port Adelaide",4,12,385,329,1.17021276595745,5
"474",2018,"Sydney",4,12,375,346,1.08381502890173,6
"475",2018,"North Melbourne",4,8,336,251,1.33864541832669,7
"476",2018,"Geelong",4,8,397,363,1.09366391184573,8
"477",2018,"Adelaide",4,8,367,342,1.07309941520468,9
"478",2018,"Collingwood",4,8,352,330,1.06666666666667,10
"479",2018,"Essendon",4,8,378,381,0.992125984251969,11
"480",2018,"Melbourne",4,8,365,372,0.981182795698925,12
"481",2018,"Fremantle",4,8,313,350,0.894285714285714,13
"482",2018,"Gold Coast",4,8,283,341,0.829912023460411,14
"483",2018,"Footscray",4,4,304,423,0.718676122931442,15
"484",2018,"St Kilda",4,4,261,384,0.6796875,16
"485",2018,"Brisbane Lions",4,0,265,414,0.640096618357488,17
"486",2018,"Carlton",4,0,268,438,0.611872146118721,18
"487",2018,"Richmond",5,16,517,375,1.37866666666667,1
"488",2018,"West Coast",5,16,520,393,1.32315521628499,2
"489",2018,"GWS",5,14,470,357,1.31652661064426,3
"490",2018,"North Melbourne",5,12,434,321,1.35202492211838,4
"491",2018,"Collingwood",5,12,453,382,1.18586387434555,5
"492",2018,"Geelong",5,12,481,413,1.16464891041162,6
"493",2018,"Hawthorn",5,12,493,432,1.1412037037037,7
"494",2018,"Adelaide",5,12,452,417,1.08393285371703,8
"495",2018,"Port Adelaide",5,12,435,413,1.05326876513317,9
"496",2018,"Sydney",5,12,450,431,1.04408352668213,10
"497",2018,"Fremantle",5,12,421,404,1.04207920792079,11
"498",2018,"Gold Coast",5,12,359,412,0.871359223300971,12
"499",2018,"Essendon",5,8,430,482,0.892116182572614,13
"500",2018,"Melbourne",5,8,421,474,0.888185654008439,14
"501",2018,"St Kilda",5,6,334,457,0.730853391684901,15
"502",2018,"Footscray",5,4,358,531,0.674199623352166,16
"503",2018,"Brisbane Lions",5,0,336,490,0.685714285714286,17
"504",2018,"Carlton",5,0,337,517,0.65183752417795,18
"505",2018,"Richmond",6,20,630,445,1.41573033707865,1
"506",2018,"West Coast",6,20,609,474,1.28481012658228,2
"507",2018,"GWS",6,18,547,400,1.3675,3
"508",2018,"Hawthorn",6,16,582,486,1.19753086419753,4
"509",2018,"Adelaide",6,16,562,479,1.17327766179541,5
"510",2018,"Port Adelaide",6,16,537,482,1.11410788381743,6
"511",2018,"Sydney",6,16,536,500,1.072,7
"512",2018,"North Melbourne",6,12,503,423,1.18912529550827,8
"513",2018,"Geelong",6,12,550,499,1.10220440881764,9
"514",2018,"Collingwood",6,12,523,495,1.05656565656566,10
"515",2018,"Fremantle",6,12,502,493,1.01825557809331,11
"516",2018,"Melbourne",6,12,529,546,0.968864468864469,12
"517",2018,"Gold Coast",6,12,421,522,0.806513409961686,13
"518",2018,"Essendon",6,8,502,590,0.850847457627119,14
"519",2018,"Footscray",6,8,438,590,0.742372881355932,15
"520",2018,"St Kilda",6,6,388,546,0.710622710622711,16
"521",2018,"Brisbane Lions",6,0,379,567,0.668430335097002,17
"522",2018,"Carlton",6,0,396,597,0.663316582914573,18
"523",2018,"Richmond",7,24,740,478,1.54811715481172,1
"524",2018,"West Coast",7,24,711,534,1.3314606741573,2
"525",2018,"Adelaide",7,20,687,549,1.25136612021858,3
"526",2018,"Hawthorn",7,20,672,553,1.21518987341772,4
"527",2018,"GWS",7,18,579,493,1.17444219066937,5
"528",2018,"Geelong",7,16,643,531,1.21092278719397,6
"529",2018,"North Melbourne",7,16,571,489,1.16768916155419,7
"530",2018,"Sydney",7,16,602,568,1.05985915492958,8
"531",2018,"Collingwood",7,16,644,609,1.05747126436782,9
"532",2018,"Melbourne",7,16,635,613,1.03588907014682,10
"533",2018,"Port Adelaide",7,16,597,584,1.0222602739726,11
"534",2018,"Fremantle",7,12,535,603,0.887230514096186,12
"535",2018,"Gold Coast",7,12,493,603,0.817578772802653,13
"536",2018,"Footscray",7,12,519,662,0.783987915407855,14
"537",2018,"Essendon",7,8,569,680,0.836764705882353,15
"538",2018,"St Kilda",7,6,455,652,0.697852760736196,16
"539",2018,"Brisbane Lions",7,0,493,688,0.716569767441861,17
"540",2018,"Carlton",7,0,466,722,0.645429362880886,18
"541",2018,"Richmond",8,28,822,550,1.49454545454545,1
"542",2018,"West Coast",8,28,797,595,1.33949579831933,2
"543",2018,"Geelong",8,20,709,576,1.23090277777778,3
"544",2018,"Adelaide",8,20,777,644,1.20652173913043,4
"545",2018,"Hawthorn",8,20,743,632,1.17563291139241,5
"546",2018,"Melbourne",8,20,781,690,1.13188405797101,6
"547",2018,"Sydney",8,20,681,639,1.06572769953052,7
"548",2018,"Port Adelaide",8,20,692,674,1.02670623145401,8
"549",2018,"GWS",8,18,640,579,1.10535405872193,9
"550",2018,"North Melbourne",8,16,643,571,1.1260945709282,10
"551",2018,"Collingwood",8,16,689,675,1.02074074074074,11
"552",2018,"Fremantle",8,16,624,662,0.942598187311178,12
"553",2018,"Footscray",8,16,626,755,0.829139072847682,13
"554",2018,"Gold Coast",8,12,570,749,0.761014686248331,14
"555",2018,"Essendon",8,8,647,771,0.83916990920882,15
"556",2018,"St Kilda",8,6,514,741,0.693657219973009,16
"557",2018,"Carlton",8,4,557,800,0.69625,17
"558",2018,"Brisbane Lions",8,0,586,795,0.737106918238994,18
"559",2018,"West Coast",9,32,927,678,1.36725663716814,1
"560",2018,"Richmond",9,28,905,680,1.33088235294118,2
"561",2018,"Melbourne",9,24,940,740,1.27027027027027,3
"562",2018,"Adelaide",9,24,840,670,1.25373134328358,4
"563",2018,"Sydney",9,24,792,691,1.14616497829233,5
"564",2018,"Port Adelaide",9,24,774,716,1.08100558659218,6
"565",2018,"North Melbourne",9,20,755,640,1.1796875,7
"566",2018,"Geelong",9,20,759,660,1.15,8
"567",2018,"Hawthorn",9,20,816,761,1.07227332457293,9
"568",2018,"Collingwood",9,20,789,747,1.05622489959839,10
"569",2018,"GWS",9,18,709,691,1.0260492040521,11
"570",2018,"Fremantle",9,16,676,773,0.874514877102199,12
"571",2018,"Footscray",9,16,652,818,0.797066014669927,13
"572",2018,"Essendon",9,12,731,821,0.890377588306943,14
"573",2018,"Gold Coast",9,12,612,831,0.736462093862816,15
"574",2018,"St Kilda",9,6,586,841,0.69678953626635,16
"575",2018,"Brisbane Lions",9,4,715,868,0.823732718894009,17
"576",2018,"Carlton",9,4,607,959,0.632950990615224,18
"577",2018,"West Coast",10,36,1002,738,1.35772357723577,1
"578",2018,"Richmond",10,32,1010,757,1.33421400264201,2
"579",2018,"Melbourne",10,28,1086,795,1.36603773584906,3
"580",2018,"Sydney",10,28,859,740,1.16081081081081,4
"581",2018,"North Melbourne",10,24,841,698,1.20487106017192,5
"582",2018,"Geelong",10,24,832,705,1.18014184397163,6
"583",2018,"Adelaide",10,24,895,816,1.0968137254902,7
"584",2018,"Collingwood",10,24,879,802,1.09600997506234,8
"585",2018,"Port Adelaide",10,24,774,716,1.08100558659218,9
"586",2018,"Hawthorn",10,20,876,836,1.04784688995215,10
"587",2018,"GWS",10,18,769,786,0.978371501272265,11
"588",2018,"Essendon",10,16,826,881,0.937570942111237,12
"589",2018,"Fremantle",10,16,734,859,0.854481955762515,13
"590",2018,"Footscray",10,16,707,908,0.77863436123348,14
"591",2018,"Gold Coast",10,12,612,831,0.736462093862816,15
"592",2018,"St Kilda",10,6,663,946,0.700845665961945,16
"593",2018,"Brisbane Lions",10,4,764,935,0.817112299465241,17
"594",2018,"Carlton",10,4,652,1032,0.631782945736434,18
"595",2018,"West Coast",11,40,1103,826,1.33535108958838,1
"596",2018,"Richmond",11,36,1124,800,1.405,2
"597",2018,"Melbourne",11,32,1186,846,1.40189125295508,3
"598",2018,"Sydney",11,32,950,801,1.18601747815231,4
"599",2018,"Geelong",11,28,953,741,1.28609986504723,5
"600",2018,"North Melbourne",11,28,982,785,1.25095541401274,6
"601",2018,"Collingwood",11,28,1017,879,1.15699658703072,7
"602",2018,"Port Adelaide",11,24,835,780,1.07051282051282,8
"603",2018,"Adelaide",11,24,976,913,1.06900328587076,9
"604",2018,"Hawthorn",11,24,940,897,1.0479375696767,10
"605",2018,"GWS",11,22,866,867,0.998846597462514,11
"606",2018,"Essendon",11,16,869,995,0.873366834170854,12
"607",2018,"Fremantle",11,16,811,997,0.813440320962889,13
"608",2018,"Footscray",11,16,758,1008,0.751984126984127,14
"609",2018,"Gold Coast",11,12,648,952,0.680672268907563,15
"610",2018,"St Kilda",11,6,751,1047,0.717287488061127,16
"611",2018,"Brisbane Lions",11,4,851,1076,0.79089219330855,17
"612",2018,"Carlton",11,4,713,1123,0.634906500445236,18
"613",2018,"West Coast",12,40,1103,826,1.33535108958838,1
"614",2018,"Richmond",12,36,1182,872,1.35550458715596,2
"615",2018,"Sydney",12,36,1076,856,1.25700934579439,3
"616",2018,"Geelong",12,32,1049,800,1.31125,4
"617",2018,"Melbourne",12,32,1277,979,1.30439223697651,5
"618",2018,"Collingwood",12,32,1150,970,1.18556701030928,6
"619",2018,"North Melbourne",12,28,1041,881,1.18161180476731,7
"620",2018,"Port Adelaide",12,28,907,838,1.08233890214797,8
"621",2018,"GWS",12,26,1000,893,1.11982082866741,9
"622",2018,"Adelaide",12,24,1044,984,1.0609756097561,10
"623",2018,"Hawthorn",12,24,940,897,1.0479375696767,11
"624",2018,"Essendon",12,20,953,1057,0.901608325449385,12
"625",2018,"Fremantle",12,20,882,1065,0.828169014084507,13
"626",2018,"Footscray",12,16,758,1008,0.751984126984127,14
"627",2018,"Gold Coast",12,12,674,1086,0.620626151012891,15
"628",2018,"St Kilda",12,6,806,1173,0.687127024722933,16
"629",2018,"Brisbane Lions",12,4,913,1160,0.787068965517241,17
"630",2018,"Carlton",12,4,713,1123,0.634906500445236,18
"631",2018,"Richmond",13,40,1265,937,1.35005336179296,1
"632",2018,"West Coast",13,40,1160,898,1.29175946547884,2
"633",2018,"Sydney",13,40,1148,913,1.25739320920044,3
"634",2018,"Melbourne",13,32,1277,979,1.30439223697651,4
"635",2018,"Geelong",13,32,1114,883,1.26160815402038,5
"636",2018,"Collingwood",13,32,1150,970,1.18556701030928,6
"637",2018,"Port Adelaide",13,32,1039,913,1.13800657174151,7
"638",2018,"North Melbourne",13,28,1041,881,1.18161180476731,8
"639",2018,"Hawthorn",13,28,1028,929,1.10656620021529,9
"640",2018,"GWS",13,26,1000,893,1.11982082866741,10
"641",2018,"Adelaide",13,24,1076,1072,1.00373134328358,11
"642",2018,"Fremantle",13,24,985,1111,0.886588658865887,12
"643",2018,"Essendon",13,20,953,1057,0.901608325449385,13
"644",2018,"Footscray",13,16,833,1140,0.730701754385965,14
"645",2018,"Gold Coast",13,12,752,1166,0.644939965694683,15
"646",2018,"St Kilda",13,10,886,1251,0.708233413269384,16
"647",2018,"Brisbane Lions",13,4,913,1160,0.787068965517241,17
"648",2018,"Carlton",13,4,759,1226,0.619086460032626,18
"649",2018,"Richmond",14,40,1265,937,1.35005336179296,1
"650",2018,"Sydney",14,40,1148,913,1.25739320920044,2
"651",2018,"West Coast",14,40,1212,978,1.23926380368098,3
"652",2018,"Collingwood",14,36,1229,1029,1.19436345966958,4
"653",2018,"Port Adelaide",14,36,1114,978,1.13905930470348,5
"654",2018,"Melbourne",14,32,1342,1054,1.27324478178368,6
"655",2018,"Geelong",14,32,1114,883,1.26160815402038,7
"656",2018,"North Melbourne",14,32,1118,956,1.16945606694561,8
"657",2018,"Hawthorn",14,32,1124,972,1.15637860082305,9
"658",2018,"GWS",14,30,1109,975,1.1374358974359,10
"659",2018,"Adelaide",14,24,1076,1072,1.00373134328358,11
"660",2018,"Essendon",14,24,1033,1109,0.931469792605951,12
"661",2018,"Fremantle",14,24,985,1111,0.886588658865887,13
"662",2018,"Footscray",14,16,908,1217,0.746096959737058,14
"663",2018,"Gold Coast",14,12,795,1262,0.629952456418383,15
"664",2018,"St Kilda",14,10,886,1251,0.708233413269384,16
"665",2018,"Brisbane Lions",14,4,995,1269,0.78408195429472,17
"666",2018,"Carlton",14,4,818,1305,0.626819923371647,18
"667",2018,"Richmond",15,44,1358,1004,1.35258964143426,1
"668",2018,"Collingwood",15,40,1328,1089,1.21946740128558,2
"669",2018,"West Coast",15,40,1290,1066,1.21013133208255,3
"670",2018,"Sydney",15,40,1215,1006,1.20775347912525,4
"671",2018,"Port Adelaide",15,40,1204,1047,1.14995224450812,5
"672",2018,"GWS",15,34,1204,1059,1.13692162417375,6
"673",2018,"Melbourne",15,32,1459,1173,1.24381926683717,7
"674",2018,"Geelong",15,32,1215,986,1.23225152129817,8
"675",2018,"North Melbourne",15,32,1226,1081,1.13413506012951,9
"676",2018,"Hawthorn",15,32,1208,1067,1.13214620431115,10
"677",2018,"Adelaide",15,28,1164,1150,1.01217391304348,11
"678",2018,"Essendon",15,28,1158,1217,0.95152013147083,12
"679",2018,"Fremantle",15,24,1049,1230,0.852845528455285,13
"680",2018,"Footscray",15,20,1011,1318,0.767071320182094,14
"681",2018,"St Kilda",15,14,1005,1368,0.734649122807018,15
"682",2018,"Gold Coast",15,12,855,1361,0.628214548126378,16
"683",2018,"Brisbane Lions",15,8,1114,1333,0.835708927231808,17
"684",2018,"Carlton",15,4,887,1395,0.63584229390681,18
"685",2018,"Richmond",16,48,1461,1060,1.37830188679245,1
"686",2018,"Collingwood",16,44,1406,1151,1.22154648132059,2
"687",2018,"West Coast",16,44,1376,1141,1.20595968448729,3
"688",2018,"Port Adelaide",16,44,1290,1097,1.17593436645397,4
"689",2018,"Sydney",16,40,1274,1077,1.18291550603528,5
"690",2018,"Melbourne",16,36,1561,1221,1.27846027846028,6
"691",2018,"Geelong",16,36,1286,1045,1.23062200956938,7
"692",2018,"Hawthorn",16,36,1330,1126,1.18117229129663,8
"693",2018,"North Melbourne",16,36,1321,1139,1.15978928884987,9
"694",2018,"GWS",16,34,1279,1145,1.11703056768559,10
"695",2018,"Adelaide",16,28,1220,1253,0.97366320830008,11
"696",2018,"Essendon",16,28,1220,1295,0.942084942084942,12
"697",2018,"Fremantle",16,24,1097,1332,0.823573573573574,13
"698",2018,"Footscray",16,20,1070,1440,0.743055555555556,14
"699",2018,"St Kilda",16,14,1055,1454,0.725584594222834,15
"700",2018,"Brisbane Lions",16,12,1234,1388,0.889048991354467,16
"701",2018,"Gold Coast",16,12,913,1456,0.62706043956044,17
"702",2018,"Carlton",16,4,942,1515,0.621782178217822,18
"703",2018,"Richmond",17,48,1538,1139,1.35030728709394,1
"704",2018,"West Coast",17,48,1478,1208,1.22350993377483,2
"705",2018,"Collingwood",17,44,1473,1253,1.1755786113328,3
"706",2018,"Sydney",17,44,1378,1175,1.17276595744681,4
"707",2018,"Port Adelaide",17,44,1340,1156,1.15916955017301,5
"708",2018,"Melbourne",17,40,1680,1290,1.30232558139535,6
"709",2018,"GWS",17,38,1358,1222,1.11129296235679,7
"710",2018,"Geelong",17,36,1383,1157,1.19533275713051,8
"711",2018,"North Melbourne",17,36,1419,1243,1.14159292035398,9
"712",2018,"Hawthorn",17,36,1395,1224,1.13970588235294,10
"713",2018,"Adelaide",17,32,1332,1350,0.986666666666667,11
"714",2018,"Essendon",17,32,1315,1346,0.976968796433878,12
"715",2018,"Fremantle",17,28,1156,1382,0.836468885672938,13
"716",2018,"Footscray",17,20,1139,1559,0.73059653624118,14
"717",2018,"St Kilda",17,18,1171,1506,0.777556440903054,15
"718",2018,"Brisbane Lions",17,16,1332,1453,0.916724019270475,16
"719",2018,"Gold Coast",17,12,964,1551,0.621534493874919,17
"720",2018,"Carlton",17,4,994,1631,0.609442060085837,18
"721",2018,"Richmond",18,52,1649,1196,1.37876254180602,1
"722",2018,"West Coast",18,52,1578,1254,1.25837320574163,2
"723",2018,"Collingwood",18,48,1603,1317,1.2171602126044,3
"724",2018,"Sydney",18,44,1442,1263,1.14172604908947,4
"725",2018,"Port Adelaide",18,44,1398,1236,1.13106796116505,5
"726",2018,"GWS",18,42,1438,1280,1.1234375,6
"727",2018,"Melbourne",18,40,1778,1390,1.27913669064748,7
"728",2018,"Hawthorn",18,40,1519,1276,1.19043887147335,8
"729",2018,"Geelong",18,40,1483,1255,1.18167330677291,9
"730",2018,"North Melbourne",18,36,1483,1373,1.08011653313911,10
"731",2018,"Essendon",18,36,1414,1416,0.998587570621469,11
"732",2018,"Adelaide",18,36,1425,1438,0.99095966620306,12
"733",2018,"Fremantle",18,28,1226,1481,0.827819041188386,13
"734",2018,"Footscray",18,20,1185,1659,0.714285714285714,14
"735",2018,"St Kilda",18,18,1228,1617,0.759431045145331,15
"736",2018,"Brisbane Lions",18,16,1420,1546,0.91849935316947,16
"737",2018,"Gold Coast",18,16,1052,1615,0.651393188854489,17
"738",2018,"Carlton",18,4,1046,1755,0.596011396011396,18
"739",2018,"Richmond",19,56,1754,1273,1.37784760408484,1
"740",2018,"West Coast",19,52,1619,1335,1.212734082397,2
"741",2018,"Collingwood",19,48,1680,1422,1.18143459915612,3
"742",2018,"Port Adelaide",19,48,1476,1270,1.16220472440945,4
"743",2018,"GWS",19,46,1524,1341,1.13646532438479,5
"744",2018,"Melbourne",19,44,1868,1467,1.2733469665985,6
"745",2018,"Hawthorn",19,44,1631,1329,1.22723852520692,7
"746",2018,"Geelong",19,44,1603,1333,1.20255063765941,8
"747",2018,"Sydney",19,44,1508,1372,1.09912536443149,9
"748",2018,"North Melbourne",19,40,1564,1414,1.10608203677511,10
"749",2018,"Essendon",19,40,1523,1482,1.027665317139,11
"750",2018,"Adelaide",19,36,1502,1528,0.982984293193717,12
"751",2018,"Fremantle",19,28,1279,1593,0.802887633396108,13
"752",2018,"Footscray",19,20,1219,1737,0.701784686240645,14
"753",2018,"St Kilda",19,18,1289,1703,0.756899588960658,15
"754",2018,"Brisbane Lions",19,16,1498,1666,0.899159663865546,16
"755",2018,"Gold Coast",19,16,1096,1694,0.646989374262102,17
"756",2018,"Carlton",19,8,1125,1799,0.625347415230684,18
"757",2018,"Richmond",20,60,1839,1355,1.35719557195572,1
"758",2018,"West Coast",20,56,1761,1419,1.24101479915433,2
"759",2018,"GWS",20,50,1675,1387,1.20764239365537,3
"760",2018,"Melbourne",20,48,2011,1514,1.32826948480845,4
"761",2018,"Hawthorn",20,48,1738,1432,1.21368715083799,5
"762",2018,"Collingwood",20,48,1751,1495,1.17123745819398,6
"763",2018,"Port Adelaide",20,48,1569,1366,1.14860907759883,7
"764",2018,"Sydney",20,48,1581,1443,1.0956340956341,8
"765",2018,"Geelong",20,44,1685,1418,1.18829337094499,9
"766",2018,"North Melbourne",20,44,1671,1518,1.10079051383399,10
"767",2018,"Essendon",20,40,1626,1589,1.02328508495909,11
"768",2018,"Adelaide",20,40,1598,1621,0.985811227637261,12
"769",2018,"Fremantle",20,28,1363,1735,0.785590778097983,13
"770",2018,"Footscray",20,24,1322,1805,0.732409972299169,14
"771",2018,"St Kilda",20,18,1357,1806,0.751384274640089,15
"772",2018,"Brisbane Lions",20,16,1602,1773,0.903553299492386,16
"773",2018,"Gold Coast",20,16,1143,1837,0.622210125204137,17
"774",2018,"Carlton",20,8,1171,1950,0.600512820512821,18
"775",2018,"Richmond",21,64,1964,1406,1.39687055476529,1
"776",2018,"West Coast",21,60,1823,1477,1.2342586323629,2
"777",2018,"GWS",21,54,1781,1479,1.20419202163624,3
"778",2018,"Hawthorn",21,52,1809,1492,1.21246648793566,4
"779",2018,"Collingwood",21,52,1855,1568,1.18303571428571,5
"780",2018,"Sydney",21,52,1668,1521,1.09664694280079,6
"781",2018,"Melbourne",21,48,2089,1601,1.30480949406621,7
"782",2018,"Port Adelaide",21,48,1627,1428,1.13935574229692,8
"783",2018,"Geelong",21,44,1745,1489,1.1719274680994,9
"784",2018,"North Melbourne",21,44,1756,1610,1.09068322981366,10
"785",2018,"Essendon",21,44,1748,1668,1.04796163069544,11
"786",2018,"Adelaide",21,40,1690,1727,0.978575564562826,12
"787",2018,"Fremantle",21,32,1464,1807,0.810182623132263,13
"788",2018,"Footscray",21,28,1414,1890,0.748148148148148,14
"789",2018,"St Kilda",21,18,1436,1928,0.744813278008299,15
"790",2018,"Brisbane Lions",21,16,1675,1877,0.892381459776239,16
"791",2018,"Gold Coast",21,16,1194,1962,0.608562691131499,17
"792",2018,"Carlton",21,8,1243,2051,0.606045831301804,18
"793",2018,"Richmond",22,68,2045,1479,1.38269100743746,1
"794",2018,"West Coast",22,60,1914,1585,1.20757097791798,2
"795",2018,"Collingwood",22,56,1970,1632,1.20710784313725,3
"796",2018,"Hawthorn",22,56,1889,1568,1.2047193877551,4
"797",2018,"Sydney",22,56,1748,1581,1.1056293485136,5
"798",2018,"GWS",22,54,1841,1559,1.18088518280949,6
"799",2018,"Melbourne",22,52,2197,1692,1.298463356974,7
"800",2018,"Geelong",22,48,1903,1514,1.25693527080581,8
"801",2018,"Port Adelaide",22,48,1691,1543,1.09591704471808,9
"802",2018,"North Melbourne",22,44,1833,1696,1.08077830188679,10
"803",2018,"Essendon",22,44,1821,1749,1.04116638078902,11
"804",2018,"Adelaide",22,44,1776,1804,0.984478935698448,12
"805",2018,"Footscray",22,32,1480,1939,0.763280041258381,13
"806",2018,"Fremantle",22,32,1489,1965,0.757760814249364,14
"807",2018,"Brisbane Lions",22,20,1753,1951,0.898513582778062,15
"808",2018,"St Kilda",22,18,1512,2008,0.752988047808765,16
"809",2018,"Gold Coast",22,16,1268,2040,0.62156862745098,17
"810",2018,"Carlton",22,8,1292,2117,0.610297590930562,18
"811",2018,"Richmond",23,72,2143,1574,1.36149936467598,1
"812",2018,"West Coast",23,64,2012,1657,1.2142426071213,2
"813",2018,"Collingwood",23,60,2046,1699,1.20423778693349,3
"814",2018,"Hawthorn",23,60,1972,1642,1.20097442143727,4
"815",2018,"Melbourne",23,56,2299,1749,1.31446540880503,5
"816",2018,"Sydney",23,56,1822,1664,1.09495192307692,6
"817",2018,"GWS",23,54,1898,1661,1.1426851294401,7
"818",2018,"Geelong",23,52,2045,1554,1.31595881595882,8
"819",2018,"North Melbourne",23,48,1950,1790,1.08938547486034,9
"820",2018,"Port Adelaide",23,48,1780,1654,1.07617896009674,10
"821",2018,"Essendon",23,48,1932,1838,1.05114254624592,11
"822",2018,"Adelaide",23,48,1941,1865,1.04075067024129,12
"823",2018,"Footscray",23,32,1575,2037,0.77319587628866,13
"824",2018,"Fremantle",23,32,1556,2041,0.762371386575208,14
"825",2018,"Brisbane Lions",23,20,1825,2049,0.890678379697413,15
"826",2018,"St Kilda",23,18,1606,2125,0.755764705882353,16
"827",2018,"Gold Coast",23,16,1308,2182,0.599450045829514,17
"828",2018,"Carlton",23,8,1353,2282,0.592900964066608,18
"829",2019,"GWS",1,4,112,40,2.8,1
"830",2019,"Fremantle",1,4,141,59,2.38983050847458,2
"831",2019,"Brisbane Lions",1,4,102,58,1.75862068965517,3
"832",2019,"Hawthorn",1,4,87,55,1.58181818181818,4
"833",2019,"Richmond",1,4,97,64,1.515625,5
"834",2019,"Port Adelaide",1,4,87,61,1.42622950819672,6
"835",2019,"Footscray",1,4,82,65,1.26153846153846,7
"836",2019,"Geelong",1,4,72,65,1.10769230769231,8
"837",2019,"St Kilda",1,4,85,84,1.01190476190476,9
"838",2019,"Gold Coast",1,0,84,85,0.988235294117647,10
"839",2019,"Collingwood",1,0,65,72,0.902777777777778,11
"840",2019,"Sydney",1,0,65,82,0.792682926829268,12
"841",2019,"Melbourne",1,0,61,87,0.701149425287356,13
"842",2019,"Carlton",1,0,64,97,0.65979381443299,14
"843",2019,"Adelaide",1,0,55,87,0.632183908045977,15
"844",2019,"West Coast",1,0,58,102,0.568627450980392,16
"845",2019,"North Melbourne",1,0,59,141,0.418439716312057,17
"846",2019,"Essendon",1,0,40,112,0.357142857142857,18
"847",2019,"Geelong",2,8,198,111,1.78378378378378,1
"848",2019,"Brisbane Lions",2,8,209,145,1.44137931034483,2
"849",2019,"Port Adelaide",2,8,175,133,1.31578947368421,3
"850",2019,"Footscray",2,8,188,152,1.23684210526316,4
"851",2019,"St Kilda",2,8,161,149,1.08053691275168,5
"852",2019,"Fremantle",2,4,199,120,1.65833333333333,6
"853",2019,"Collingwood",2,4,175,138,1.26811594202899,7
"854",2019,"GWS",2,4,164,144,1.13888888888889,8
"855",2019,"Hawthorn",2,4,174,161,1.08074534161491,9
"856",2019,"West Coast",2,4,162,154,1.05194805194805,10
"857",2019,"Gold Coast",2,4,145,143,1.01398601398601,11
"858",2019,"Adelaide",2,4,143,149,0.959731543624161,12
"859",2019,"Richmond",2,4,163,174,0.936781609195402,13
"860",2019,"Sydney",2,0,127,170,0.747058823529412,14
"861",2019,"Carlton",2,0,136,185,0.735135135135135,15
"862",2019,"North Melbourne",2,0,146,248,0.588709677419355,16
"863",2019,"Essendon",2,0,105,188,0.558510638297872,17
"864",2019,"Melbourne",2,0,107,213,0.502347417840376,18
"865",2019,"Geelong",3,12,297,186,1.59677419354839,1
"866",2019,"Brisbane Lions",3,12,316,235,1.34468085106383,2
"867",2019,"Fremantle",3,8,270,186,1.45161290322581,3
"868",2019,"GWS",3,8,289,220,1.31363636363636,4
"869",2019,"Footscray",3,8,256,225,1.13777777777778,5
"870",2019,"West Coast",3,8,260,230,1.1304347826087,6
"871",2019,"Hawthorn",3,8,261,232,1.125,7
"872",2019,"Port Adelaide",3,8,265,240,1.10416666666667,8
